"_id,raw address,parse address"
"ObjectId(""5e533f3d0c49b7f36a955709""),PT MEINDO ELANG INDAH GEDUNG MENAR  JAKARTA PUSAT   10220,""{""nama_perusahaan"":""PT MEINDO ELANG INDAH GEDUNG MENAR  "",""kota"":""JAKARTA PUSAT"",""kode_pos"":""10220""}"""
"ObjectId(""5e533f400c49b7f36a95570a""),KANTOR BAPETEN BADAN PENGAWAS TENA  JAKARTA PUSAT   10130,""{""nama_perusahaan"":""KANTOR BAPETEN BADAN PENGAWAS TENA"",""kota"":""JAKARTA PUSAT"",""kode_pos"":""10130""}"""
"ObjectId(""5e533f420c49b7f36a95570b""),JL CEMPAKA WARNA RT 13 RW 4 NO 20   JAKARTA PUSAT   10570,""{""jalan"":""JL CEMPAKA WARNA"",""lokalitas"":""RT 13 RW 4"",""nomor_rumah"":""NO 20"",""kota"":""JAKARTA PUSAT"",""kode_pos"":""10570""}"""
"ObjectId(""5e533f450c49b7f36a95570c""),JL PERCETAKAN NEGARA IV NO 11 SAMP  JAKARTA PUSAT   10560,""{""jalan"":""JL PERCETAKAN NEGARA IV"",""nomor_rumah"":""NO 11"",""desa"":""SAMP"",""kota"":""JAKARTA PUSAT"",""kode_pos"":""10560""}"""
"ObjectId(""5e533f480c49b7f36a95570d""),PADEMANGAN 4 GG 19 NO 31 A RT 16 RW JAKARTA 14410,""{""lokalitas"":""RT 16 RW"",""nomor_rumah"":""NO 31 A"",""kota"":""JAKARTA"",""kode_pos"":""14410""}"""
"ObjectId(""5e533f4b0c49b7f36a95570e""),JL MADIUN NO 12 RT 2 RW 4 DISAMPIN  JAKARTA PUSAT   10310,""{""jalan"":""JL MADIUN"",""nomor_rumah"":""NO 12"",""lokalitas"":""RT 2 RW 4"",""desa"":""DISAMPIN"",""kota"":""JAKARTA PUSAT"",""kode_pos"":""10310""}"""
"ObjectId(""5e533f4d0c49b7f36a95570f""),JL KALIBARU TIMUR 4 NO 136B KEL KE  JAKARTA PUSAT   10620,""{""jalan"":""JL KALIBARU TIMUR 4"",""nomor_rumah"":""NO 136B"",""desa"":""KEL KE  "",""kota"":""JAKARTA PUSAT"",""kode_pos"":""10620""}"""
"ObjectId(""5e533f500c49b7f36a955710""),RS ISLAM JAKARTA SUKAPURA, KEL SUKA  14140,""{""nama_perusahaan"":""RS ISLAM JAKARTA SUKAPURA"",""desa"":""KEL SUKA"",""kode_pos"":""14140""}"""
"ObjectId(""5e533f530c49b7f36a955711""),JL. GANG SONGSI I DALAM RT05 RW06 KOTA ADM. JAKARTA BARAT  11210 11210,""{""jalan"":""JL. GANG SONGSI I DALAM"",""lokalitas"":""RT05 RW06"",""lainnya"":""KOTA ADM."",""kota"":""JAKARTA BARAT"",""kode_pos"":""11210""}"""
"ObjectId(""5e533f550c49b7f36a955712""),JL. PESANGGRAHAN DEKAT TOL, DEKAT P KOTA ADM. JAKARTA UTARA  14410 14410,""{""jalan"":""JL. PESANGGRAHAN DEKAT TOL, DEKAT P KOTA ADM."",""kabupaten"":""JAKARTA UTARA"",""kode_pos"":""14410"",""postal_code"":""14410""}"""
"ObjectId(""5e533f580c49b7f36a955713""),KP CIHAMPELAS RT 2 RW 5 KAB. BANDUNG  40384 40384,""{""lokalitas"":""RT 2 RW 5"",""kabupaten"":""KAB. BANDUNG"",""kode_pos"":""40384"",""postal_code"":""40384""}"""
"ObjectId(""5e533f5b0c49b7f36a955714""),BLOK CILUWUNG RT 4 RW 5 KEL KEDUNG  CIREBON   45161,""{""nomor_rumah"":""BLOK CILUWUNG"",""lokalitas"":""RT 4 RW 5"",""desa"":""KEL KEDUNG"",""distrik"":""CIREBON"",""kode_pos"":""45161""}"""
"ObjectId(""5e533f5e0c49b7f36a955715""),JL TOLE ISKANDAR GG KOBLAK, KP CIPA  16412,""{""jalan"":""JL TOLE ISKANDAR"",""lokalitas"":""GG KOBLAK"",""kode_pos"":""16412""}"""
"ObjectId(""5e533f600c49b7f36a955716""),GD TIGARAKSA JL SOEKARNO HATTA NO 6  40286,""{""nama_perusahaan"":""GD TIGARAKSA"",""jalan"":""JL SOEKARNO HATTA"",""nomor_rumah"":""NO 6"",""kode_pos"":""40286""}"""
"ObjectId(""5e533f630c49b7f36a955717""),PONPES TAHFIDZ QURAN TERPADU AL HIK  45652,""{""nama_perusahaan"":""PONPES TAHFIDZ QURAN TERPADU AL HIK"",""postal_code"":""45652""}"""
"ObjectId(""5e533f660c49b7f36a955718""),JL PONDOK LELE KAMPUNG BEKAN SERES  KARAWANG   41373,""{""jalan"":""JL PONDOK LELE"",""desa"":""KAMPUNG BEKAN"",""distrik"":""KARAWANG"",""kode_pos"":""41373""}"""
"ObjectId(""5e533f690c49b7f36a955719""),PERUMAHAN SARASWATI BLOK A 25 KEL   KARAWANG   41373,""{""nama_perusahaan"":""PERUMAHAN SARASWATI"",""nomor_rumah"":""BLOK A 25"",""desa"":""KEL   "",""distrik"":""KARAWANG"",""kode_pos"":""41373""}"""
"ObjectId(""5e533f6c0c49b7f36a95571a""),DUSUN KAPAR RT 04 RW 02 KEL MUARAB  KARAWANG   41384,""{""lokalitas"":""DUSUN KAPAR RT 04 RW 02"",""desa"":""KEL MUARAB"",""distrik"":""KARAWANG"",""kode_pos"":""41384""}"""
"ObjectId(""5e533f6e0c49b7f36a95571b""),JL RAFLESIA NO 14 PERUM BUMI KALIJ  CIREBON   45144,""{""jalan"":""JL RAFLESIA"",""nomor_rumah"":""NO 14"",""nama_perusahaan"":""PERUM BUMI KALIJ"",""kota"":""CIREBON"",""kode_pos"":""45144""}"""
"ObjectId(""5e533f710c49b7f36a95571c""),KAMPUNG MANDALANGAN RT 2 RW 2 KEL   CIREBON   45114,""{""desa"":""KEL   "",""lokalitas"":""RT 2 RW 2"",""distrik"":""CIREBON"",""kode_pos"":""45114""}"""
